is_night,hr,temp,hr_sin,is_peak_hour,hr_cos,is_evening_rush,yr,hum,temp_windspeed_interaction,bad_weather,registered_ratio,month_cos,season,is_winter,cnt,casual,registered,dteday,casual_ratio,cluster
1,0.0,0.2,0.0,0,1.0,0,0.0,0.47,0.04478,0,0.9411764152249168,0.8660254037844387,1.0,1,17.0,1.0,16.0,2011-01-17,0.05882352937716263,1
1,1.0,0.2,0.2588190451025207,0,0.9659258262890684,0,0.0,0.44,0.0388,0,0.9374999414062536,0.8660254037844387,1.0,1,16.0,1.0,15.0,2011-01-17,0.0624999999609375,1
1,2.0,0.18,0.4999999999999999,0,0.8660254037844387,0,0.0,0.43,0.045666,0,0.9999998750000156,0.8660254037844387,1.0,1,8.0,0.0,8.0,2011-01-17,0.0,1
1,3.0,0.18,0.7071067811865476,0,0.7071067811865476,0,0.0,0.43,0.03492,0,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-17,0.0,1
1,4.0,0.18,0.8660254037844386,0,0.5000000000000001,0,0.0,0.43,0.024174,0,0.6666664444445185,0.8660254037844387,1.0,1,3.0,1.0,2.0,2011-01-17,0.3333333322222222,1
1,5.0,0.18,0.9659258262890684,0,0.2588190451025207,0,0.0,0.43,0.029556,0,0.999999000001,0.8660254037844387,3.0,0,1.0,0.0,1.0,2011-01-17,0.0,1
0,6.0,0.18,1.0,0,6.123233995736766e-17,0,0.0,0.43,0.03492,0,0.99999980000004,0.8660254037844387,1.0,1,5.0,0.0,5.0,2011-01-17,0.0,1
0,7.0,0.16,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.63,0.021488,0,0.6923076390532585,0.8660254037844387,1.0,1,13.0,4.0,9.0,2011-01-17,0.30769230745562126,1
0,8.0,0.16,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.47,0.035824,0,0.9090908815427008,0.8660254037844387,1.0,1,33.0,3.0,30.0,2011-01-17,0.0909090908815427,1
0,9.0,0.16,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.47,0.035824,0,0.8297872163875061,0.8660254037844387,1.0,1,47.0,8.0,39.0,2011-01-17,0.17021276592123133,1
0,10.0,0.16,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.5,0.0405919999999999,0,0.8771929670667901,0.8660254037844387,1.0,1,57.0,7.0,50.0,2011-01-17,0.12280701752231456,1
0,11.0,0.16,0.258819045102521,0,-0.9659258262890682,0,0.0,0.55,0.03104,0,0.8593749865722659,0.8660254037844387,3.0,0,64.0,9.0,55.0,2011-01-17,0.14062499997802735,1
0,12.0,0.18,1.2246467991473532e-16,0,-1.0,0,0.0,0.47,0.024174,0,0.8749999890625002,0.8660254037844387,1.0,1,80.0,10.0,70.0,2011-01-17,0.12499999998437501,1
0,13.0,0.18,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.47,0.024174,0,0.8602150445138167,0.8660254037844387,1.0,1,93.0,13.0,80.0,2011-01-17,0.1397849462215285,1
0,14.0,0.18,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.43,0.0188099999999999,0,0.8604651062736616,0.8660254037844387,1.0,1,86.0,12.0,74.0,2011-01-17,0.13953488370470526,1
0,15.0,0.2,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.47,0.03284,0,0.7741935400624351,0.8660254037844387,1.0,1,93.0,21.0,72.0,2011-01-17,0.22580645158862298,1
0,16.0,0.2,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.47,0.03284,0,0.9268292569898872,0.8660254037844387,1.0,1,82.0,6.0,76.0,2011-01-17,0.07317073169839382,1
0,17.0,0.2,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.51,0.0388,0,0.9436619585399724,0.8660254037844387,1.0,1,71.0,4.0,67.0,2011-01-17,0.056338028161079155,1
0,18.0,0.18,-1.0,1,-1.8369701987210294e-16,1,0.0,0.55,0.045666,0,0.923913033435728,0.8660254037844387,1.0,1,92.0,7.0,85.0,2011-01-17,0.07608695651346882,1
0,19.0,0.18,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.59,0.03492,1,0.966666650555556,0.8660254037844387,1.0,1,60.0,2.0,58.0,2011-01-17,0.03333333332777778,1
0,12.0,0.16,1.2246467991473532e-16,0,-1.0,0,0.0,0.8,0.03104,1,0.878787852157944,0.8660254037844387,1.0,1,33.0,4.0,29.0,2011-01-17,0.12121212117539026,1
0,21.0,0.16,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.8,0.03104,1,0.8888888559670793,0.8660254037844387,1.0,1,27.0,3.0,24.0,2011-01-17,0.11111111106995884,1
1,22.0,0.14,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.93,0.035518,1,0.9999999230769292,0.8660254037844387,1.0,1,13.0,0.0,13.0,2011-01-17,0.0,1
1,23.0,0.16,-0.2588190451025215,0,0.965925826289068,0,0.0,0.86,0.045376,1,0.7499998125000469,0.8660254037844387,1.0,1,4.0,1.0,3.0,2011-01-17,0.249999999375,1
0,12.0,0.2,1.2246467991473532e-16,0,-1.0,0,0.0,0.86,0.06568,1,0.9999996666667778,0.8660254037844387,1.0,1,3.0,0.0,3.0,2011-01-18,0.0,1
0,13.0,0.2,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.86,0.04478,1,0.9999999545454564,0.8660254037844387,1.0,1,22.0,0.0,22.0,2011-01-18,0.0,1
0,14.0,0.22,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.8,0.036124,0,0.9285713954081644,0.8660254037844387,1.0,1,28.0,2.0,26.0,2011-01-18,0.07142857140306122,1
0,15.0,0.22,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.87,0.036124,1,0.9142856881632662,0.8660254037844387,1.0,1,35.0,3.0,32.0,2011-01-18,0.08571428568979592,1
0,16.0,0.22,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.87,0.04268,1,0.9999999836065576,0.8660254037844387,1.0,1,61.0,0.0,61.0,2011-01-18,0.0,1
0,17.0,0.22,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.82,0.04268,1,0.991999992064,0.8660254037844387,1.0,1,125.0,1.0,124.0,2011-01-18,0.00799999999936,1
0,18.0,0.22,-1.0,1,-1.8369701987210294e-16,1,0.0,0.8,0.036124,0,0.9924811955452542,0.8660254037844387,1.0,1,133.0,1.0,132.0,2011-01-18,0.00751879699191588,1
0,19.0,0.22,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.8,0.029546,0,0.9898989799000104,0.8660254037844387,1.0,1,99.0,17.0,98.0,2011-01-18,0.1478260869436673,1
0,20.0,0.5,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.87,0.0,1,0.9999999879518074,0.8660254037844387,1.0,1,83.0,0.0,83.0,2011-01-18,0.0,1
0,21.0,0.22,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.93,0.02299,1,0.9999999756097568,0.8660254037844387,1.0,1,41.0,0.0,41.0,2011-01-18,0.0,1
1,22.0,0.22,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.93,0.019712,1,0.9999999696969708,0.8660254037844387,1.0,1,33.0,0.0,33.0,2011-01-18,0.0,1
1,23.0,0.22,-0.2588190451025215,0,0.965925826289068,0,0.0,0.93,0.04268,1,0.9499999525000024,0.8660254037844387,1.0,1,20.0,1.0,19.0,2011-01-18,0.049999999975,1
1,0.0,0.22,0.0,0,1.0,0,0.0,0.93,0.0,1,0.9999996666667778,0.8660254037844387,1.0,1,3.0,0.0,3.0,2011-01-19,0.0,1
1,1.0,0.22,0.2588190451025207,0,0.9659258262890684,0,1.0,0.93,0.029546,1,0.857142734693895,0.8660254037844387,1.0,1,7.0,1.0,6.0,2011-01-19,0.14285714265306124,1
1,2.0,0.22,0.4999999999999999,0,0.8660254037844387,0,0.0,0.93,0.029546,1,0.9999996666667778,0.8660254037844387,1.0,1,3.0,0.0,3.0,2011-01-19,0.0,1
1,4.0,0.22,0.8660254037844386,0,0.5000000000000001,0,0.0,0.93,0.029546,1,0.499999750000125,0.8660254037844387,1.0,1,2.0,1.0,1.0,2011-01-19,0.4999999975,1
1,5.0,0.22,0.9659258262890684,0,0.2588190451025207,0,0.0,0.93,0.019712,1,0.9999998571428776,0.8660254037844387,1.0,1,7.0,0.0,7.0,2011-01-19,0.0,1
0,6.0,0.22,1.0,0,6.123233995736766e-17,0,0.0,0.93,0.019712,1,0.9999999687500012,0.8660254037844387,1.0,1,32.0,0.0,32.0,2011-01-19,0.0,1
0,7.0,0.24,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.92,0.0250799999999999,1,0.9888888779012348,0.8660254037844387,1.0,1,90.0,1.0,89.0,2011-01-19,0.011111111109876544,1
0,8.0,0.24,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.93,0.04656,1,0.9949238528176454,0.8660254037844387,1.0,1,197.0,1.0,196.0,2011-01-19,0.005076142131722023,1
0,9.0,0.24,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.93,0.0250799999999999,1,0.9816513671408132,0.8660254037844387,1.0,1,109.0,2.0,107.0,2011-01-19,0.018348623851527652,1
0,10.0,0.26,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.93,0.034918,1,0.9787233834314174,0.8660254037844387,1.0,1,47.0,1.0,46.0,2011-01-19,0.021276595740153916,1
0,11.0,0.28,0.258819045102521,0,-0.9659258262890682,0,0.0,0.87,0.025088,1,0.9038461364644974,0.8660254037844387,1.0,1,52.0,5.0,47.0,2011-01-19,0.09615384613535503,1
0,12.0,0.3,1.2246467991473532e-16,0,-1.0,0,0.0,0.81,0.0268799999999999,1,0.9285714153061226,0.8660254037844387,1.0,1,70.0,5.0,65.0,2011-01-19,0.07142857141836735,1
0,13.0,0.4,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.62,0.11344,0,0.8589743479618673,0.8660254037844387,1.0,1,78.0,11.0,67.0,2011-01-19,0.14102564100756082,1
0,14.0,0.4,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.58,0.10148,0,0.906666654577778,0.8660254037844387,1.0,1,75.0,7.0,68.0,2011-01-19,0.0933333333208889,1
0,15.0,0.4,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.54,0.11344,0,0.951219500594884,0.8660254037844387,1.0,1,82.0,4.0,78.0,2011-01-19,0.04878048779892921,1
0,16.0,0.38,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.58,0.147478,0,0.9038461451553256,0.8660254037844387,3.0,0,104.0,10.0,94.0,2011-01-19,0.0961538461446006,1
0,17.0,0.36,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.57,0.118224,0,0.9644670001803706,0.8660254037844387,1.0,1,197.0,7.0,190.0,2011-01-19,0.03553299492205416,1
0,18.0,0.34,-1.0,1,-1.8369701987210294e-16,1,0.0,0.61,0.096424,0,0.9689440933605956,0.8660254037844387,1.0,1,161.0,5.0,156.0,2011-01-19,0.031055900619189072,1
0,19.0,0.32,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.57,0.133728,1,0.9642857056760205,0.8660254037844387,1.0,1,112.0,4.0,108.0,2011-01-19,0.035714285711096944,1
0,20.0,0.32,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.49,0.09552,0,0.9736841977146816,0.8660254037844387,1.0,1,76.0,2.0,74.0,2011-01-19,0.026315789470221607,1
0,21.0,0.5,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.49,0.20895,1,0.9322033740304512,0.8660254037844387,1.0,1,59.0,4.0,55.0,2011-01-19,0.06779661015800058,1
1,22.0,0.3,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.52,0.04926,0,0.8983050695202531,0.8660254037844387,1.0,1,59.0,6.0,53.0,2011-01-19,0.10169491523700086,1
1,23.0,0.3,-0.2588190451025215,0,0.965925826289068,0,0.0,0.52,0.13881,1,0.96428567984694,0.8660254037844387,1.0,1,28.0,1.0,27.0,2011-01-19,0.03571428570153061,1
0,12.0,0.26,1.2246467991473532e-16,0,-1.0,0,0.0,0.56,0.100906,0,0.615384568047341,0.8660254037844387,1.0,1,13.0,5.0,8.0,2011-01-20,0.3846153843195266,1
1,1.0,0.26,0.2588190451025207,0,0.9659258262890684,0,0.0,0.56,0.0,0,0.599999880000024,0.8660254037844387,1.0,1,5.0,2.0,3.0,2011-01-20,0.3999999992,1
1,2.0,0.26,0.4999999999999999,0,0.8660254037844387,0,0.0,0.56,0.0,0,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-20,0.0,1
1,3.0,0.26,0.7071067811865476,0,0.7071067811865476,0,0.0,0.56,0.042692,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-20,0.0,1
1,4.0,0.26,0.8660254037844386,0,0.5000000000000001,0,0.0,0.56,0.042692,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-20,0.0,1
1,5.0,0.24,0.9659258262890684,0,0.2588190451025207,0,0.0,0.6,0.0537359999999999,0,0.9999998333333612,0.8660254037844387,1.0,1,6.0,0.0,6.0,2011-01-20,0.0,1
0,6.0,0.22,1.0,0,6.123233995736766e-17,0,0.0,0.6,0.0492579999999999,0,0.2482269485941351,0.8660254037844387,1.0,1,141.0,0.0,35.0,2011-01-20,0.0,1
0,7.0,0.22,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.55,0.0492579999999999,0,0.9900990000980298,0.8660254037844387,1.0,1,101.0,17.0,100.0,2011-01-20,0.14529914528672658,1
0,8.0,0.22,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.55,0.062392,0,0.9919678675021372,0.8660254037844387,1.0,1,249.0,2.0,247.0,2011-01-20,0.008032128513733649,1
0,9.0,0.24,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.52,0.0537359999999999,0,0.9790209721746784,0.8660254037844387,1.0,1,143.0,3.0,140.0,2011-01-20,0.020979020977553914,1
0,10.0,0.26,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.48,0.07761,0,0.3971631177506162,0.8660254037844387,1.0,1,141.0,1.0,56.0,2011-01-20,0.017543859646044938,1
0,11.0,0.28,0.258819045102521,0,-0.9659258262890682,0,0.0,0.45,0.045976,0,0.9264705746107268,0.8660254037844387,1.0,1,68.0,5.0,63.0,2011-01-20,0.07352941175389274,1
0,12.0,0.3,1.2246467991473532e-16,0,-1.0,0,0.0,0.42,0.0,0,0.9166666557539684,0.8660254037844387,1.0,1,84.0,7.0,77.0,2011-01-20,0.08333333332341271,1
0,13.0,0.28,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.45,0.02926,0,0.8775510114535612,0.8660254037844387,1.0,1,98.0,12.0,86.0,2011-01-20,0.12244897957934195,1
0,14.0,0.3,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.45,0.04029,0,0.9259259144947418,0.8660254037844387,1.0,1,81.0,6.0,75.0,2011-01-20,0.07407407406492914,1
0,15.0,0.32,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.45,0.06208,0,0.8857142730612247,0.8660254037844387,1.0,1,70.0,8.0,62.0,2011-01-20,0.11428571426938776,1
0,16.0,0.3,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.49,0.04029,0,0.912087902064968,0.8660254037844387,1.0,1,91.0,8.0,83.0,2011-01-20,0.08791208790242724,1
0,17.0,0.3,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.49,0.0313499999999999,0,0.9627906931963224,0.8660254037844387,1.0,1,215.0,8.0,207.0,2011-01-20,0.03720930232385073,1
0,18.0,0.26,-1.0,1,-1.8369701987210294e-16,1,0.0,0.56,0.05044,0,0.9945945892184076,0.8660254037844387,1.0,1,185.0,1.0,184.0,2011-01-20,0.005405405405113221,1
0,20.0,0.26,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.6,0.073736,0,0.9841269763164526,0.8660254037844387,1.0,1,126.0,2.0,124.0,2011-01-20,0.01587301587175611,1
0,21.0,0.24,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.6,0.0608879999999999,0,0.9473684044321332,0.8660254037844387,1.0,1,57.0,3.0,54.0,2011-01-20,0.05263157893813481,1
1,22.0,0.24,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.65,0.068064,0,0.9999999821428576,0.8660254037844387,1.0,1,56.0,0.0,56.0,2011-01-20,0.0,1
1,23.0,0.24,-0.2588190451025215,0,0.965925826289068,0,0.0,0.65,0.078816,0,0.9032257773152976,0.8660254037844387,1.0,1,31.0,3.0,28.0,2011-01-20,0.09677419351716961,1
1,0.0,0.24,0.0,0,1.0,0,0.0,0.7,0.0608879999999999,0,0.9523809070294804,0.8660254037844387,1.0,1,21.0,1.0,20.0,2011-01-21,0.04761904759637188,1
1,1.0,0.24,0.2588190451025207,0,0.9659258262890684,0,0.0,0.7,0.0608879999999999,0,0.9999998333333612,0.8660254037844387,1.0,1,6.0,0.0,6.0,2011-01-21,0.0,1
1,2.0,0.24,0.4999999999999999,0,0.8660254037844387,0,0.0,0.75,0.039408,1,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-21,0.0,1
1,3.0,0.22,0.7071067811865476,0,0.7071067811865476,0,0.0,0.8,0.0656699999999999,1,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-21,0.0,1
1,4.0,0.22,0.8660254037844386,0,0.5000000000000001,0,0.0,0.87,0.019712,1,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-21,0.0,1
1,5.0,0.24,0.9659258262890684,0,0.2588190451025207,0,0.0,0.6,0.100296,1,0.799999840000032,0.8660254037844387,1.0,1,5.0,1.0,4.0,2011-01-21,0.1999999996,1
0,6.0,0.22,1.0,0,6.123233995736766e-17,0,0.0,0.55,0.0558139999999999,0,0.9999999629629645,0.8660254037844387,1.0,1,27.0,0.0,27.0,2011-01-21,0.0,1
0,7.0,0.2,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.51,0.05672,0,0.9705882210207616,0.8660254037844387,1.0,1,68.0,2.0,66.0,2011-01-21,0.029411764701557097,1
0,8.0,0.2,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.47,0.06568,0,0.9677419310242308,0.8660254037844387,1.0,1,217.0,7.0,210.0,2011-01-21,0.032258064514642484,1
0,9.0,0.2,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.51,0.07164,0,1.1276595664704996,0.8660254037844387,1.0,1,141.0,7.0,159.0,2011-01-21,0.0421686746962549,1
0,10.0,0.2,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.47,0.09254,1,0.904761890400605,0.8660254037844387,1.0,1,63.0,6.0,57.0,2011-01-21,0.09523809522297808,1
0,11.0,0.22,0.258819045102521,0,-0.9659258262890682,0,0.0,0.41,0.04268,0,0.8983050695202531,0.8660254037844387,1.0,1,59.0,6.0,53.0,2011-01-21,0.10169491523700086,1
0,13.0,0.2,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.21,0.0955,1,0.8904109467066994,0.8660254037844387,1.0,1,73.0,8.0,65.0,2011-01-21,0.10958904108087822,1
0,14.0,0.2,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.25,0.0955,1,0.3971631177506162,0.8660254037844387,1.0,1,141.0,6.0,56.0,2011-01-21,0.09677419353277836,1
0,15.0,0.16,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.26,0.071648,1,0.9384615240236688,0.8660254037844387,1.0,1,65.0,4.0,61.0,2011-01-21,0.06153846152899409,1
0,16.0,0.16,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.26,0.057312,0,0.9999999896907218,0.8660254037844387,1.0,1,97.0,17.0,97.0,2011-01-21,0.14912280700446293,1
0,17.0,0.14,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.28,0.050148,0,0.9378881929323716,0.8660254037844387,1.0,1,161.0,10.0,151.0,2011-01-21,0.062111801238378145,1
0,18.0,0.12,-1.0,1,-1.8369701987210294e-16,1,0.0,0.3,0.0304439999999999,0,0.991666658402778,0.8660254037844387,1.0,1,120.0,1.0,119.0,2011-01-21,0.008333333332638889,1
0,19.0,0.12,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.3,0.039408,0,0.9687499899088544,0.8660254037844387,1.0,1,96.0,3.0,93.0,2011-01-21,0.031249999996744795,1
0,20.0,0.1,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.33,0.04179,1,0.9811320569597726,0.8660254037844387,1.0,1,53.0,1.0,52.0,2011-01-21,0.0188679245247419,1
0,12.0,0.08,1.2246467991473532e-16,0,-1.0,0,0.0,0.38,0.022688,0,0.9999999756097568,0.8660254037844387,1.0,1,41.0,0.0,41.0,2011-01-21,0.0,1
1,22.0,0.06,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.41,0.0232859999999999,0,0.9705882067474058,0.8660254037844387,1.0,1,34.0,1.0,33.0,2011-01-21,0.029411764697231835,1
1,23.0,0.06,-0.2588190451025215,0,0.965925826289068,0,0.0,0.38,0.019704,0,0.9999999629629645,0.8660254037844387,3.0,0,27.0,0.0,27.0,2011-01-21,0.0,1
1,0.0,0.04,0.0,0,1.0,0,0.0,0.45,0.0101479999999999,0,0.9999999230769292,0.8660254037844387,1.0,1,13.0,0.0,13.0,2011-01-22,0.0,1
1,1.0,0.04,0.2588190451025207,0,0.9659258262890684,0,0.0,0.41,0.015524,0,0.7499999375000053,0.8660254037844387,1.0,1,12.0,3.0,9.0,2011-01-22,0.24999999979166665,1
1,2.0,0.04,0.4999999999999999,0,0.8660254037844387,0,0.0,0.41,0.0101479999999999,0,0.9999999090909174,0.8660254037844387,1.0,1,11.0,0.0,11.0,2011-01-22,0.0,1
1,3.0,0.04,0.7071067811865476,0,0.7071067811865476,0,0.0,0.41,0.011344,0,0.857142734693895,0.8660254037844387,1.0,1,7.0,1.0,6.0,2011-01-22,0.14285714265306124,1
1,4.0,0.02,0.8660254037844386,0,0.5000000000000001,0,0.0,0.48,0.00597,0,0.9999996666667778,0.8660254037844387,1.0,1,3.0,0.0,3.0,2011-01-22,0.0,1
0,6.0,0.02,1.0,0,6.123233995736766e-17,0,0.0,0.44,0.004478,0,0.99999950000025,0.8660254037844387,1.0,1,2.0,17.0,2.0,2011-01-22,0.894736841634349,1
0,7.0,0.02,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.44,0.005672,0,0.9999998750000156,0.8660254037844387,1.0,1,8.0,0.0,8.0,2011-01-22,0.0,1
0,8.0,0.02,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.44,0.006568,0,0.9629629272976692,0.8660254037844387,1.0,1,27.0,1.0,26.0,2011-01-22,0.03703703702331961,1
0,9.0,0.04,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.41,0.0101479999999999,0,0.9249999768750008,0.8660254037844387,1.0,1,40.0,3.0,37.0,2011-01-22,0.07499999998125,1
0,10.0,0.04,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.41,0.006568,0,0.943396208615166,0.8660254037844387,1.0,1,53.0,3.0,50.0,2011-01-22,0.056603773574225705,1
0,11.0,0.06,0.258819045102521,0,-0.9659258262890682,0,0.0,0.38,0.008058,0,0.9365079216427314,0.8660254037844387,1.0,1,63.0,4.0,59.0,2011-01-22,0.06349206348198538,1
0,12.0,0.06,1.2246467991473532e-16,0,-1.0,0,0.0,0.38,0.0062699999999999,0,1.6428571193877557,0.8660254037844387,1.0,1,70.0,10.0,115.0,2011-01-22,0.07999999999360001,1
0,13.0,0.08,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.35,0.0,0,0.8571428469387756,0.8660254037844387,1.0,1,84.0,12.0,72.0,2011-01-22,0.14285714284013606,1
0,14.0,0.1,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.33,0.01045,0,0.8533333219555558,0.8660254037844387,1.0,1,75.0,11.0,64.0,2011-01-22,0.14666666664711112,1
0,15.0,0.12,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.28,0.0,0,0.9029126125930814,0.8660254037844387,1.0,1,103.0,10.0,93.0,2011-01-22,0.09708737863135075,1
0,16.0,0.12,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.28,0.02328,0,0.8674698690666282,0.8660254037844387,1.0,1,83.0,11.0,72.0,2011-01-22,0.13253012046596024,1
0,17.0,0.12,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.28,0.0,0,0.8805970017821343,0.8660254037844387,1.0,1,67.0,8.0,59.0,2011-01-22,0.11940298505680554,1
0,18.0,0.08,-1.0,1,-1.8369701987210294e-16,1,0.0,0.35,0.01552,0,0.9999999814814818,0.8660254037844387,1.0,1,54.0,0.0,54.0,2011-01-22,0.0,1
0,19.0,0.08,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.35,0.010744,0,0.8983050695202531,0.8660254037844387,1.0,1,59.0,6.0,53.0,2011-01-22,0.10169491523700086,1
0,20.0,0.06,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.45,0.009852,0,0.9777777560493832,0.8660254037844387,1.0,1,45.0,1.0,44.0,2011-01-22,0.02222222221728395,1
0,21.0,0.06,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.41,0.005376,0,0.999999974358975,0.8660254037844387,1.0,1,39.0,0.0,39.0,2011-01-22,0.0,1
1,22.0,0.06,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.49,0.0,0,0.7666666411111119,0.8660254037844387,3.0,0,30.0,7.0,23.0,2011-01-22,0.23333333325555555,1
1,23.0,0.04,-0.2588190451025215,0,0.965925826289068,0,0.0,0.57,0.00418,0,0.9393939109274572,0.8660254037844387,1.0,1,33.0,2.0,31.0,2011-01-22,0.06060606058769513,1
1,0.0,0.04,0.0,0,1.0,0,0.0,0.57,0.00418,0,0.9090908677685968,0.8660254037844387,1.0,1,22.0,2.0,20.0,2011-01-23,0.09090909086776859,1
1,1.0,0.04,0.2588190451025207,0,0.9659258262890684,0,0.0,0.57,0.00418,0,0.9230768520710114,0.8660254037844387,1.0,1,13.0,1.0,12.0,2011-01-23,0.07692307686390532,1
1,2.0,0.02,0.4999999999999999,0,0.8660254037844387,0,0.0,0.62,0.002686,0,0.8333332870370396,0.8660254037844387,1.0,1,18.0,3.0,15.0,2011-01-23,0.16666666657407406,1
1,3.0,0.02,0.7071067811865476,0,0.7071067811865476,0,0.0,0.62,0.002686,0,0.799999840000032,0.8660254037844387,1.0,1,5.0,1.0,4.0,2011-01-23,0.1999999996,1
1,5.0,0.04,0.9659258262890684,0,0.2588190451025207,0,0.0,0.57,0.00418,0,0.9999996666667778,0.8660254037844387,1.0,1,3.0,0.0,3.0,2011-01-23,0.0,1
0,6.0,0.04,1.0,0,6.123233995736766e-17,0,0.0,0.57,0.00418,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-23,0.0,1
0,7.0,0.08,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.58,0.013136,0,0.499999750000125,0.8660254037844387,1.0,1,2.0,1.0,1.0,2011-01-23,0.4999999975,1
0,8.0,0.06,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.62,0.009852,0,0.120567375031437,0.8660254037844387,1.0,1,141.0,2.0,17.0,2011-01-23,0.10526315783933518,1
0,9.0,0.1,0.7071067811865476,1,-0.7071067811865475,0,1.0,0.54,0.03582,0,0.8928571109693889,0.8660254037844387,1.0,1,28.0,3.0,25.0,2011-01-23,0.10714285710459183,1
0,10.0,0.14,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.46,0.054334,0,0.8793103296670634,0.8660254037844387,1.0,1,58.0,7.0,51.0,2011-01-23,0.12068965515160524,1
